# scale the enrichment scores by number of genes in the gene sets
# this normalization has not effects on the final NES, as indicated by Barbie et al., 2009, online methods, pg. 2
Term|ES	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.2695602372898384	0.2860745039073731	0.2870466198469002	0.2568756589240213	0.26806901522536797	0.2824201153901307	0.2824196561717812	0.2702830992926615	0.2853576964480798	0.2702915797504166	0.28703320694885726	0.2391000177497622	0.2951491723775752	0.29932740050928835	0.3037831472999873	0.2986848838102779	0.2738364871731345	0.263407337367846	0.2760977638234347	0.2899594367199556	0.2963252338849778	0.28642907651459215	0.2633317161378745	0.27043146389795747	0.26511710591118626	0.2935226863475808	0.28397190373875997	0.28449134017720085	0.2761528624716593	0.30299380971120443	0.2773702522950122	0.2832070524122545	0.2863776540931135	0.2602883884885841	0.31261139983232034	0.29135377633494786	0.28340150331817393	0.27294257438863534	0.25606443330393464	0.27428820147089317	0.26516627503348106	0.2741364653623345	0.2861648319794574	0.28611669960876457	0.2708909730941459	0.286970078949059	0.2696124457819537	0.2738708686465508
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.3217497245646201	0.35255767928031295	0.2883446995754704	0.35634789850256116	0.35769849383291064	0.3589527474097407	0.35327956011482414	0.35840274575039827	0.34855355220448214	0.35880163419501554	0.31771160985954466	0.3741011329136073	0.3492823709304601	0.321076299777088	0.32444033026680763	0.36719387102391937	0.3393612835898056	0.317164061672531	0.37272402380120784	0.32086269115513727	0.32062130228312963	0.3623664166792473	0.28997212725162336	0.35467755458321315	0.36120930451605665	0.33830051012267065	0.349904099892968	0.34120721822933686	0.33804553938798254	0.3537314323811818	0.23351307018491751	0.3492866877974215	0.29574280408940623	0.3236740513610954	0.29400426983327904	0.3271870392290207	0.36028071541700507	0.3679997784598045	0.35070882583009	0.35077839616256257	0.342819142803143	0.3329672018069115	0.3095625627925827	0.3271266593499923	0.34121800921372925	0.3307519250586838	0.28453902164850386	0.3407849971800019
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.36978295155421187	0.28326723466579445	0.34254480376894353	0.29702564523746217	0.3386518008052729	0.29740997745743786	0.320625177009335	0.3500268277548315	0.29544794004847597	0.3423470249572994	0.31396574262355886	0.34508350943927873	0.3727255453842796	0.37002872047308266	0.4158234378407828	0.27421444749775986	0.3391548135415872	0.3374330232599704	0.34379609808088823	0.3053185175144861	0.37245975012285487	0.3642836585320105	0.3272382220524618	0.34830044745072014	0.29937315894105015	0.3299342785616583	0.2727972677154916	0.31365636250908446	0.3972026638382024	0.3339398496287394	0.31967821929174434	0.31447414587974065	0.36749324155837754	0.29820778787357244	0.3630123353713706	0.3544254691897104	0.3781645973510971	0.3064528358071753	0.3616870834265612	0.29887649005700584	0.32708137254943315	0.34816423224962817	0.35470475691394954	0.34579226800616264	0.3104261669099028	0.3321647618854478	0.3248567546918001	0.30910824541511595
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.46630768162610275	0.4643803883425069	0.4724048198646752	0.39299640549920856	0.4626362733383308	0.3830687824725808	0.482699543788514	0.4573838844592315	0.37934758131833846	0.3854830798873905	0.36831944001366745	0.469508535956236	0.47343411463753576	0.47077595260819605	0.4592488487121889	0.46510514395352254	0.4618530012023965	0.46657964056097545	0.37693242545622396	0.47540674844791747	0.47675113328851054	0.3796253015404776	0.37818282652456503	0.3864243570829111	0.3934691888243767	0.4661191256437769	0.37069320103994724	0.4823574139033902	0.4698413638362478	0.38973132088167617	0.479997871771767	0.45244989646458383	0.4555765771337497	0.4604765471419346	0.4532330331314816	0.46120587840604166	0.3565090266637315	0.46073660451461335	0.4799011297165001	0.3710515411043699	0.3664609880073013	0.3840313999236713	0.4706164639403859	0.4741733161216121	0.3811693083291078	0.45751035625131675	0.47345135024204876	0.45795469760309937
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.46630768162610275	0.4643803883425069	0.4724048198646752	0.39299640549920856	0.4626362733383308	0.3830687824725808	0.482699543788514	0.4573838844592315	0.37934758131833846	0.3854830798873905	0.36831944001366745	0.469508535956236	0.47343411463753576	0.47077595260819605	0.4592488487121889	0.46510514395352254	0.4618530012023965	0.46657964056097545	0.37693242545622396	0.47540674844791747	0.47675113328851054	0.3796253015404776	0.37818282652456503	0.3864243570829111	0.3934691888243767	0.4661191256437769	0.37069320103994724	0.4823574139033902	0.4698413638362478	0.38973132088167617	0.479997871771767	0.45244989646458383	0.4555765771337497	0.4604765471419346	0.4532330331314816	0.46120587840604166	0.3565090266637315	0.46073660451461335	0.4799011297165001	0.3710515411043699	0.3664609880073013	0.3840313999236713	0.4706164639403859	0.4741733161216121	0.3811693083291078	0.45751035625131675	0.47345135024204876	0.45795469760309937
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.39179407561475604	0.3988235203701932	0.3894584056849557	0.373143803804806	0.40197035534103803	0.3704127118593731	0.39853049216158487	0.38791997858174077	0.39514834884501665	0.39965960208132173	0.39393440666397794	0.3929088868517889	0.38419058984039844	0.40659757196447954	0.41252715086527897	0.3844851811193723	0.3919935671652261	0.38558214893458626	0.3895101025818395	0.39373027374184266	0.4081430597682947	0.38113003783270016	0.3726795054681237	0.3760591593223859	0.3876824482366769	0.39617265622156744	0.36865679805777113	0.39708978078820156	0.4098041638670327	0.4037965507475761	0.39725645446797636	0.4008447674780956	0.3964090522693984	0.38916148131373685	0.3775550285019529	0.40709518681383877	0.381723551931345	0.39777669494558904	0.3912700488691947	0.38433305013181707	0.3818159890504917	0.39606657685345037	0.3995136970708134	0.3974700052492271	0.3999682956957795	0.3941164923592396	0.39614153220069026	0.39341559539850035
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.31409167544605676	0.3278548334921059	0.3253125188815699	0.36798727548461374	0.334509594587641	0.3428781946866709	0.35625030106833705	0.30892478133695694	0.3441575795073078	0.34820508242046544	0.3506094437428402	0.32832142898495786	0.38827893837518934	0.34635058418827425	0.37054401439171675	0.3588708257002341	0.30411176982710586	0.31446877587736727	0.34358750017456824	0.34711066073527	0.33940974223202813	0.3240404177155152	0.3189953843775343	0.3472796477988622	0.3255304392050653	0.3422734396137845	0.36135576407954734	0.3610377742521767	0.31362405599745746	0.32923634229147136	0.37142932296583286	0.31960272509169474	0.31807592006977864	0.3065145012207557	0.3331537324684401	0.31292082728568327	0.3396926743663593	0.3744298472518545	0.348696766726371	0.3168360678614136	0.34579714822510293	0.345673051069624	0.3386462496824082	0.35614145209873577	0.34499881430328666	0.3705812756120638	0.3461180750177719	0.3115955401793708
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.1559252173318183	0.23757103887508757	0.27089740360108144	0.21297815009559892	0.23201722314431628	0.2331148223444094	0.2521814822198096	0.20429622035169104	0.22335210902683195	0.24100799702618525	0.21481438089641955	0.16994303551324194	0.2490701276950802	0.26219313111941517	0.30392060800974585	0.2347108166942667	0.21390794528226972	0.1962704231218653	0.21088287348305254	0.226835595621789	0.21460470638439183	0.2612982505521956	0.227501312036457	0.26514875550018924	0.18333138204588537	0.20662198565118375	0.2393124338483747	0.21375267818451804	0.2679433296921016	0.2482249346152722	0.28208252895780556	0.20799699937322627	0.25785378297286027	0.2048770308619064	0.23941411254870804	0.24412593945065994	0.21946961198415624	0.19272540803707636	0.1622093377135982	0.19660692110437195	0.2594099573182906	0.226444828146007	0.2567516525639918	0.2646868019791162	0.195219178927951	0.2735619139464996	0.21174211345572358	0.24666291999967083
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.3683708902035329	0.3973606846231619	0.386594486207274	0.3746287799123241	0.3513305085577622	0.3879890259915231	0.3935557110147146	0.3894236150250666	0.39459312937975444	0.3795885615476149	0.37967512967300937	0.38793471152909115	0.4033008728303381	0.40428164858435356	0.39236209811190775	0.3927640141501432	0.3829958603346314	0.3797697799679251	0.3904748347855531	0.39005634106892684	0.3739696676141775	0.3826917871868002	0.37330028599754983	0.3982277772703358	0.3849067723619938	0.40552273583843923	0.3826845237609275	0.4075253945621357	0.37919710086411557	0.38551942601137634	0.38659575507889316	0.3770922709700367	0.3780170851676307	0.3803918357196636	0.4048377815500998	0.3935449713195811	0.38577175070031894	0.39790279147358754	0.3687352659543157	0.38031068511440624	0.3787179254198125	0.3754743849835386	0.38524578525901226	0.4144259409937274	0.3817265528029806	0.3908635577250602	0.3814835244125514	0.3835618978152358
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.1785910911995423	0.2120315719752721	0.20412102810578225	0.19615568176151238	0.2187292325329915	0.18139781715985287	0.20180454235367193	0.2329715127186005	0.2327548441787452	0.1845823067373902	0.17783716867151336	0.1932048961034533	0.23989095244452516	0.19997852958441173	0.19650771271659914	0.19900740662247127	0.18498984569078236	0.19355395893793026	0.19862732742009997	0.1767275057290921	0.18532426587640713	0.1716921986422697	0.16504935475792157	0.1988089095548001	0.24991467339767717	0.23447882823798363	0.18654935880413093	0.19296443251662018	0.19866315006201649	0.17961465849068098	0.1369375929931809	0.20159233576961502	0.1947428882418805	0.19310289239240314	0.19706165239627407	0.17723442160824607	0.2151425529627371	0.21130428535503873	0.22636429213265705	0.19655325020792136	0.18939084511075094	0.17552564274940255	0.1890019585831656	0.17962162625257724	0.17541931279032996	0.20254213386833841	0.20390256100526613	0.19806740410975404
REACTOME_ACTIVATION_OF_RAC	0.29568089626134936	0.27039378974712036	0.2662619708666443	0.2660338462932195	0.2690616655362583	0.2735515219671127	0.29659690910405023	0.24936919125575865	0.2893293941620321	0.264424828197444	0.2867106171860068	0.24317709219305322	0.30822446822565286	0.2992042532379444	0.3165178873439106	0.2479596296051355	0.28889208550324524	0.28854311986843684	0.28969823396005606	0.25796126415050846	0.29500595370216987	0.3206774550060792	0.25643839533259455	0.30324993602975425	0.28959606000378674	0.29870039331854953	0.2517437852775086	0.2937114459486742	0.27817977183314824	0.28864528243852927	0.27072510640040065	0.2925047801842805	0.2984398187086588	0.22159947838933677	0.3167121689944267	0.30370938291855304	0.28211932611554436	0.2827592553220788	0.26214136637386165	0.2997805361619875	0.2443098922572934	0.30849977654011734	0.2517309978474665	0.29394783037405825	0.2929317169557802	0.3008381061049855	0.2551076012328943	0.29586573230957214
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.22017816943971455	0.3029240647678788	0.2942896576732248	0.17267357644034986	0.22757978830939424	0.2208117713345703	0.19016612455324094	0.22179978172348122	0.27903310478644894	0.210115459920936	0.30088398947409917	0.1976078530776421	0.2935192655895996	0.3314937381777733	0.24238447505608815	0.29700882219454994	0.2191750303038501	0.12748092390051818	0.24357539876536505	0.2917431212104144	0.2972228371766572	0.3018048712656576	0.206654496700621	0.22996643379290488	0.3038390614663772	0.3063388149835048	0.20254845840967398	0.30282591642071977	0.3200166685100409	0.2964905071527561	0.1630665888298545	0.30337207854415155	0.3045401413053788	0.21576047973839288	0.3056445694509905	0.29733901499082177	0.29207130062313685	0.28754876242646776	0.22247418702933305	0.2909847605457589	0.21247577339001616	0.28651995427238003	0.22764725276352102	0.29130058850281804	0.20695275210358408	0.253746606699282	0.20192468634120497	0.22305047081762142
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.48776413534349083	0.4880522678709096	0.48596471717760237	0.49365538927816743	0.48865018753114303	0.4891536651097847	0.48947528150915864	0.4904684966783214	0.4909438689806809	0.4907987460331452	0.487579823613877	0.4890050054328783	0.4837702305191791	0.4873762279431077	0.4802403718920602	0.4862581116494753	0.4900665019374727	0.4873716965075542	0.4907004387534442	0.4869788793701372	0.4892091748734583	0.4870175648461381	0.4882026709018348	0.4851036951457741	0.48879610569228465	0.486152341008689	0.48761649278169583	0.49024564525180125	0.48918405617703054	0.4859263081067479	0.48661163584822226	0.48860732207877483	0.4836792735382737	0.48658089345877853	0.48346138268890704	0.4897351412183022	0.49079042572953235	0.4864265699298045	0.48689731745251896	0.48987700454856736	0.49136230159680455	0.48449711042617366	0.48727074520181496	0.4891111978162245	0.4888567434866402	0.4834238430179949	0.4862096653359582	0.48607855807391986
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.38119611316072005	0.42444120914723843	0.34386621781104265	0.41983175122567645	0.4332055036758554	0.42905896286131895	0.42812541011386007	0.4274793450379884	0.41100630381024333	0.4344078182897449	0.3833308913414778	0.4483109984125789	0.3885309604861873	0.39461930466873063	0.35385115022006125	0.42989658860026636	0.40164062521291516	0.38101905342492837	0.4497413128001204	0.3848238185711281	0.38753134132173844	0.40965619438123785	0.3416981927052159	0.43078319000097287	0.43204291441246506	0.38606995510015074	0.420756775801855	0.38265404263007424	0.4057542406383963	0.42509623537743796	0.28864264260749956	0.41579364574869443	0.3636850518584141	0.38725804423350885	0.3455744415329422	0.39627380459318823	0.4357564652213167	0.4028894153010355	0.40135956326922967	0.42427845627249783	0.41945108188169544	0.4033657016723037	0.36923370778132475	0.400492887928709	0.4125832876341699	0.39830786033021365	0.3380914521205145	0.4024392761375577
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.4048922035395475	0.38208141103157917	0.27792004350534977	0.24192019868431186	0.3621477915860851	0.3520110795713131	0.39087201110189324	0.3896813008060778	0.335795239783431	0.34211125235880685	0.3604811658959329	0.24696360034809522	0.3769196863845947	0.3956177647633233	0.32094060651103573	0.26477898880686995	0.34365016992569836	0.3780591412084026	0.31934252697840815	0.35718172977921514	0.3409048581620726	0.3402971158121387	0.18691737910392905	0.36164781311798333	0.23881246419145188	0.33545111213906564	0.24632508192811237	0.3026435956978889	0.37732349201189835	0.34814353870104203	0.33764327544819717	0.3578249914190756	0.4036078502579626	0.37046641864617336	0.41611389840055324	0.41905913568327724	0.36945540445044706	0.3192223292144022	0.352511017240567	0.38637689952199794	0.3493116856876272	0.29768810479675895	0.3571677193004678	0.3527232893845695	0.3932291861298019	0.38356418673460474	0.39983898861714867	0.32599015453433033
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.4127883522595911	0.34982182907322446	0.2126544764686462	0.3840258059637876	0.3851605741008102	0.3754036920359285	0.39440125680919846	0.42516201884074695	0.3127987074219877	0.31941302545033534	0.4179943872135841	0.2420135586527416	0.3705362894529914	0.3973879804647928	0.1648326621511436	0.2653505684066093	0.3323231161930301	0.38570393548757126	0.29696815233263935	0.3393813767612552	0.36985349966993253	0.3348203913693888	0.1956742098901939	0.3556922986025237	0.3272142526398491	0.3393613808131812	0.26093899678307864	0.28612733841352167	0.37001140551894957	0.31365949256309994	0.31798717690254186	0.37405516231796265	0.3843411393556031	0.3557527346964274	0.4152675175914022	0.3879835218641213	0.38840052953930193	0.3284141507726236	0.22136281236639885	0.34626475627943776	0.3427204941834123	0.29178429719798854	0.4038368785095906	0.3366642310863558	0.4145470093994162	0.22706600568826948	0.39024109723276634	0.30825489974091413
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.3867840237031353	0.40496336472720457	0.4146359469272163	0.3584421330116721	0.3434414156355151	0.35878104504933594	0.42822510648631357	0.3967398779082436	0.42290498981814434	0.38646842149723704	0.293007633484105	0.33811889813096707	0.37683665757315765	0.4121593122700882	0.3833638622813832	0.37792391007409537	0.4396007468650569	0.32998771350819156	0.4257864900778699	0.3915877250114971	0.3965152281819035	0.3804012029424948	0.34480782001702237	0.36688897083325517	0.3912052123732005	0.3619749341954123	0.3436014266709548	0.3996061125534833	0.402585333272105	0.3524446967954185	0.41347380800496475	0.41679436074437104	0.36394518636852446	0.4134835995028335	0.3374820515342237	0.40355690193563515	0.4162364489752537	0.3939653195232954	0.41220158150113806	0.39842540210752475	0.3974186412260424	0.3760617983362726	0.34197740767796053	0.43902689611523515	0.40585090812224733	0.38920346700333197	0.41654259209833644	0.38744271120588286
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.4152585927395216	0.3331964375469965	0.34237989021733567	0.3898292062084511	0.39161872993528624	0.39853106989312764	0.41327052731392294	0.4270176410552144	0.3114211718145717	0.38052661418421396	0.4406442447779179	0.3890960592617671	0.34676961739661066	0.3898410875326178	0.017325129924990374	0.38187629596333006	0.3443932196376337	0.3856522088996275	0.34880856045549985	0.37389786248631024	0.40129985655733647	0.41462536519278426	0.4151897167107358	0.3600139397019843	0.34026041335205265	0.31309090010119367	0.4068048359482068	0.35598613394176704	0.36871640442465425	0.3028535099446809	0.3176378980162643	0.38085630223163786	0.39712564555353613	0.36631387453819814	0.4132583423375646	0.35588715756528394	0.44105829768744764	0.3229884124981833	0.04995425041179878	0.3550062598128756	0.3705563195516874	0.40073224338906915	0.4182459411983957	0.30952688178458254	0.42589162291853155	0.016577069540451187	0.362000829572333	0.3434401196764327
