Term|NES	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.0926540647764858	0.18478670284383375	-0.022243752390332962	0.2046901837760226	0.20421385907451134	0.21401747458923306	0.19275499685306308	0.21046115612093588	0.13949898121417653	0.21253606016638232	0.08169948914149472	0.26256636340711437	0.11311608654015136	0.08414576944908861	0.0205427546107129	0.23678434209346733	0.14033276987009552	0.07930408659416108	0.26102620937926396	0.09480875665913864	0.08377266825052607	0.16261626238954846	0.006567602481885422	0.20259610347462367	0.22952535465783286	0.09808529599658707	0.18109726514149366	0.0687677155104963	0.1355967264925415	0.19841858343806448	-0.023105472345468246	0.18285234459438135	0.02704789770866243	0.10106452738037384	-0.007791248467437759	0.11909936746980178	0.21989330566111143	0.16567757492910676	0.11563907959548614	0.188758937808792	0.15957860464859544	0.13144912634625436	0.04868779277991993	0.1083647154523392	0.1609523656798828	0.11998940932850999	-0.0326927924065283	0.16387823892618325
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.25266259890255144	0.09295051892000972	0.16342109642618274	0.12426249458615422	0.17903988383825936	0.15962957293043922	0.21748489041396052	0.17985709539579747	0.13557947562596148	0.1745164823228521	0.10151085195510316	0.18068521701613127	0.2827035483017575	0.2851108785760671	0.31053846641971083	0.06051981608996657	0.15701467987816314	0.13747238019214392	0.0861851199456861	0.16493809892589997	0.17167821751179668	0.252223998004121	0.11325262582181198	0.20276930792367048	0.17108752441517003	0.13832929433159397	0.07131704003789237	0.20005524786684553	0.2658224801992925	0.17100651025992875	0.08477762643124968	0.19365706051114398	0.2438985059412987	0.1537921995014768	0.2310742657599999	0.20654791970071398	0.17246678476177218	0.18258405602611388	0.11133540815099083	0.1717801240409412	0.13665541754265303	0.18424876639360158	0.2003075181524365	0.1796230292186641	0.18956322610172652	0.25997967642734876	0.10164812561959659	0.08827796680600417
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.3970054370623854	0.39958321163553606	0.42090431931113126	0.25290096032184306	0.39187299380238927	0.26305742305460766	0.45191643304119244	0.37704181853563223	0.26900432947981806	0.2560945994250427	0.26718627964651653	0.4110801741867052	0.42225865072779867	0.4176075664828719	0.37969449652014475	0.39468779212900357	0.3901017589822881	0.40032050546693176	0.22972046425648912	0.42749453438037377	0.4337167210184728	0.24804711607210572	0.27902623100223445	0.28143783476494294	0.2393167940096511	0.4024634935089728	0.2474903967192916	0.4489936916851305	0.41055771542960035	0.23615738016546212	0.4432029349110834	0.3629905845764716	0.374986689504351	0.38585441656043495	0.367802496431104	0.38965351583114205	0.21180563418068898	0.39057967975742924	0.4444182047588323	0.23727730092781432	0.25217072390550493	0.2784247999822244	0.411947639611503	0.42575093410705206	0.2469457643503117	0.3696165605474489	0.41994642673571136	0.3798446923221409
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.3970054370623854	0.39958321163553606	0.42090431931113126	0.25290096032184306	0.39187299380238927	0.26305742305460766	0.45191643304119244	0.37704181853563223	0.26900432947981806	0.2560945994250427	0.26718627964651653	0.4110801741867052	0.42225865072779867	0.4176075664828719	0.37969449652014475	0.39468779212900357	0.3901017589822881	0.40032050546693176	0.22972046425648912	0.42749453438037377	0.4337167210184728	0.24804711607210572	0.27902623100223445	0.28143783476494294	0.2393167940096511	0.4024634935089728	0.2474903967192916	0.4489936916851305	0.41055771542960035	0.23615738016546212	0.4432029349110834	0.3629905845764716	0.374986689504351	0.38585441656043495	0.367802496431104	0.38965351583114205	0.21180563418068898	0.39057967975742924	0.4444182047588323	0.23727730092781432	0.25217072390550493	0.2784247999822244	0.411947639611503	0.42575093410705206	0.2469457643503117	0.3696165605474489	0.41994642673571136	0.3798446923221409
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.18018281705392727	0.214043303086633	0.20624256494854568	0.15268784043185513	0.22554371919388821	0.14474100073389337	0.22555815685717623	0.17683497533232062	0.2080724892126942	0.21218389423641543	0.21631606443793702	0.17929354988521667	0.17671553533701664	0.23258147197465528	0.26488469054865277	0.16563848388868482	0.17596693769896146	0.16801984442556936	0.17882625383988252	0.19374282386784655	0.2243348251159286	0.17957358296428033	0.1674731807146058	0.16602645444142158	0.20389704404760417	0.19548583813463657	0.14732860246062068	0.2077297856231784	0.23296411726313607	0.2225604947061173	0.22811504807649133	0.206273116629631	0.22325044307579395	0.19113647211385137	0.19058934027210728	0.22901632956751908	0.17273386757272122	0.21074571067623124	0.20116626282582892	0.20327062635426807	0.18115504007584232	0.21576255490898896	0.2037204364543325	0.19901663484088192	0.21122172054161642	0.20796729633833166	0.19686970416215058	0.2056358652257459
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.14924633058574505	0.13999200361329547	0.12046324037248653	0.24472727076921508	0.13672983626138618	0.1622219991656289	0.21036044832115075	0.12580718071862354	0.18932838778375197	0.18351858527152143	0.16266086541644256	0.18261920428482248	0.20911026372235011	0.18862728086722153	0.17752902518383645	0.21311587080719183	0.11507455858823458	0.1433446610767386	0.1816056681817218	0.1317480843811527	0.1594916374585071	0.1802632128391929	0.16224514336134385	0.1965942304514803	0.13551991162180754	0.1671609254822397	0.16719618787989007	0.23627655988472357	0.1397726626695138	0.13616915948615377	0.18496105628399687	0.16410115449716964	0.11271361855280854	0.12517508812347442	0.14298147605663233	0.1414413381253042	0.16901235092058603	0.19307651559048103	0.25810646235709667	0.16145877593029367	0.18097612216500478	0.11530963553605574	0.15041869583737336	0.22828080479377613	0.17437617545977332	0.17489058634196178	0.1298380562862445	0.1304386532972664
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.1951427253916188	0.2771621640829772	0.281508792698469	0.21763328641252516	0.2544138959279608	0.2251620820264019	0.23223772080646735	0.2141454972692622	0.17140548077864232	0.2957161293986608	0.26793985583553587	0.25486536257977976	0.31145780864934675	0.21885425207850373	0.236114162784342	0.2211675215004868	0.19140455578548216	0.2064502131201202	0.22383057164510625	0.23609117555078885	0.1840249410629444	0.3291824728646959	0.21380681377421695	0.2337989481932231	0.15508548940333686	0.1829451435264632	0.3081235976877447	0.2514999237777719	0.2440986463391301	0.23405883992717078	0.2327678157479561	0.15983106253800686	0.31362782458566923	0.2021525401079703	0.29907572063739246	0.32582996124863045	0.23046985986820787	0.18815253867648365	0.20640613845557876	0.21273503712813074	0.21414650346633463	0.1915019885946128	0.2643062073265984	0.21202079156400233	0.23965730588196926	0.2406982319107386	0.24598837089747835	0.20586985530113044
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.1078225974602977	0.19779357736881195	0.16787923686922465	0.13268845919475236	0.14967748949234136	0.16800761563838426	0.18764689168654705	0.17112451046083918	0.1897235349462181	0.14078846446221283	0.15795473426954074	0.17046889171637686	0.21869391180509118	0.210558487810634	0.20631548312332515	0.1889092707430957	0.15227443563436496	0.15052488608156567	0.17464820152016444	0.18704675114886535	0.14100573051216828	0.18761059627584797	0.13210514211351737	0.20215524579103983	0.17979717631518086	0.21837109301424934	0.16367611002459886	0.23322987757751004	0.15705894282572047	0.17623566405290864	0.16464972763697797	0.1378040248697737	0.14745576753112385	0.1711907810883974	0.20456153379870468	0.18554539828851146	0.17518002665108934	0.19987246594392113	0.11612145982703385	0.1849035046063464	0.14428613871495236	0.12854511188777046	0.17370028875564464	0.2812877178338	0.15701509019929896	0.1911234760392431	0.15995225929991605	0.16851619627446837
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.07208600309554641	0.060563531104656836	0.11939874478152125	0.07558811801106641	0.08191246621684455	0.020065997799648627	0.048492799968162116	0.1289174224152007	0.07643122252460671	0.04749933401542822	0.03173944890595553	0.003824651966047802	0.057327533688228766	0.1039141823298877	0.10526053475389262	0.08975532490989906	0.04797687873838216	0.06707823797477876	0.006812245247856634	0.01930261705543385	0.07661476729283147	0.05011789356029632	-0.01455569521018947	0.044875158207541434	0.12218615192758477	0.08740425870154338	0.04123077054913744	0.1383060720718063	0.11775637423016835	0.07031682370910852	-0.01311028039079949	0.10065671059046148	0.07934923985913757	0.07152766408109718	0.10487113912003936	0.05429998003885405	0.07063075111789041	0.045184331336229795	0.08680047178113029	0.13268720254793365	0.06183622348286217	0.00919008377778333	0.04885788250891803	0.02579596240065994	0.036043612238370513	0.12081194548162609	0.10407549543539278	0.10382450062909544
REACTOME_ACTIVATION_OF_RAC	0.1841991329772612	0.12275669452804468	0.07969797365747365	0.09669748551344871	0.054302038834448216	0.09267262936038781	0.17563338894912545	0.04006134163108077	0.17908339219863695	0.04813373188730377	0.14907448237366494	-0.021096211182366098	0.24216549525388728	0.2071257743777821	0.2055193292858163	0.06795504150603406	0.1688168987347458	0.1384457842120181	0.1547666631290188	0.0336312328144212	0.17745760867237267	0.18488656497540726	0.09953028019729877	0.21643816322137116	0.11680494139962999	0.2044740819709045	0.04416083895831832	0.18922264957928653	0.14255094608564642	0.16484298745895531	0.10852069437247626	0.1804897079926175	0.22890032538512006	0.06243029448952325	0.25334382460774796	0.19958474420074232	0.12702579773163727	0.13599961180792242	0.15558743420600135	0.20381387679532315	0.058946836175772906	0.2434038329101624	0.01231105574769121	0.16484137735614124	0.14799844738528992	0.23728402545609137	0.18085760866745648	0.20494631174402128
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.23729737768790501	0.20966248593259423	0.19569210375790344	0.05345912315115306	0.2610971461243372	0.23025555342328796	0.16190104286333556	-0.05211963682876464	0.1777917107096995	0.2074382030116518	0.2090000154921524	0.14477291912273713	0.2184956867930355	0.2962877035842008	0.16996769431642433	0.192727816122201	0.25362374810957966	0.09645111755685216	-0.006670995646448994	0.20154215922058932	0.24008547764839455	0.2325705452710033	0.21314807702021124	-0.006207432640341731	0.22331381802427722	0.2236751323990481	0.1635372711825041	0.2181252546129162	0.27931960902675373	0.18028479420887944	0.047831584168813925	0.2217329641369374	0.2313143533019214	0.2142838487770285	0.24794944695645457	0.1903798759421494	0.17700956453174815	0.1737124233712101	0.09270768099940661	0.17626312994552987	0.2345205551791747	0.15691827520533425	0.26322647348442346	0.17989572964942885	0.1887064477718023	0.05652771035279926	0.16732011125862617	0.26042099494640286
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.4696737377402423	0.4695101174405546	0.4644984634489416	0.48716914197966826	0.47221213017176616	0.47275208570817095	0.4728419001455019	0.47789357193714144	0.47828601447477737	0.47824671786474976	0.46849983437247816	0.47165859810743915	0.4606918005471377	0.46927556254258174	0.45395412613731434	0.4681782091349441	0.4757244172698097	0.47059881441658885	0.47744678103155086	0.46538768184015106	0.4744909578907682	0.46654697912699744	0.4741142411816798	0.46076387259591767	0.47232913645815866	0.4630689449648035	0.46858860257273843	0.4757873274312739	0.47425057993782127	0.46459868577333824	0.4644964011091099	0.47502520892889066	0.4608261630960281	0.47092840147821957	0.461270577353497	0.47487811142968683	0.47790525336420536	0.4703082922435001	0.47085493940701356	0.47483611114852053	0.48005214335103336	0.4622242075193136	0.466836994965785	0.4752272010322095	0.47262321227039406	0.4549284950408658	0.46849400528678753	0.46456036074218743
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.1368942479656962	0.26400895137995556	0.018229929821202723	0.25540273969918637	0.2912160987501349	0.2824464184393002	0.2748003590772333	0.27576871003322173	0.22859437480579786	0.297597053216718	0.14934605873038437	0.3434282313623492	0.1730706458403645	0.1683786727164262	0.061874707566797964	0.28093999677535736	0.1924461459892156	0.1460656453686461	0.3470082822339602	0.15039404443841733	0.1539906968956024	0.223263457733978	0.028131524029266244	0.28870670463268505	0.29625473845741074	0.14860187271915568	0.250130188746052	0.12937702146846752	0.20250193330085522	0.2701096620266349	-0.0007208478316873831	0.2506747706365434	0.1000840736441115	0.1616589812936126	0.027794644171670525	0.18864996203555656	0.2988528048865339	0.1957086635134831	0.2038628914680112	0.26711107494118824	0.2581340101052709	0.20424181029694924	0.09555367835000084	0.18890466061115085	0.2278787836637281	0.18892182704410015	0.00563372580887606	0.20568532235021342
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.20739170014535005	0.16872406671121223	0.10640779848066616	0.025162236875259814	0.06568451083316916	0.023218993449279177	0.16078195474010645	0.15808789494180886	-0.018989648442568046	0.020500925615456404	0.11857180552696231	0.015479349445956123	0.11533019095048547	0.16991822215873806	-0.0015419422603824267	0.07513319331608079	0.06576787845443975	0.13225050410578532	-0.03063772534738308	0.052741407600338325	-0.007234401231063227	0.013098388079228739	-0.11388116495388666	0.07401592259052996	0.0885332537139413	0.004179672750919405	0.005859911139527262	-0.054106371546828715	0.12327647523723463	0.02572904892219026	0.06549160671382942	0.04307820086113585	0.19989841099576197	0.11337736625904256	0.24134579737876047	0.25839501189551034	0.11886940027666736	-0.045811751402174014	0.07034857474382339	0.16275800774990518	0.03573349919997975	-0.06107597257555068	0.07854727037221344	0.060450960036099705	0.17410402396843838	0.13921158451719176	0.18826584047944994	-0.025383784259665487
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.23181511881913097	0.0825627992162081	-0.035032189067047095	0.1357776927590218	0.14145847978895806	0.11307055071889396	0.17309437698573316	0.2638671563411194	-0.11415231817286273	-0.056921710708368135	0.2497678618673729	0.06486163652014783	0.0945511911159839	0.17671445721321752	-0.09823764741512132	0.1398164684562559	0.027758079957682074	0.14786417746515956	-0.13028405909592986	0.002415375296929941	0.08177549901770927	0.003977921021481054	-0.011083171206888811	0.0571253302086784	0.04580845226953756	0.013274401636294971	0.125907651046878	-0.1154946201894183	0.09175820878825157	-0.08389391807671318	0.01283475475493475	0.1039562396503771	0.13075700042937013	0.06835395478786299	0.2383878030235712	0.17441456666814684	0.17249339527511368	-0.04602449771406553	0.02542380039234263	0.06074855480006824	0.018435733334417007	-0.06873484188572222	0.20497628728935435	-0.0024739812224374392	0.22297558324747702	0.009901572773553894	0.16055840125681806	-0.0925679132167361
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.14465686201132763	0.19500139479211778	0.22103284625678016	0.07966937988081968	-0.008019982650908444	0.038126494562202275	0.26718397673127897	0.16595350654964405	0.2548730474974215	0.14690772503304217	-0.08544501470896407	-0.015249502331190953	0.11611174458482273	0.21412268830349496	0.12623482268094474	0.10215743514590978	0.3082876316819425	-0.006355456986925693	0.27417893111842545	0.151557412054643	0.17145372859874775	0.10702087190394839	0.021063576348939482	0.08012707322156411	0.20110976233884142	0.06459866634363301	0.004678083452199738	0.1767383386329848	0.19926889868358744	0.05103995287508537	0.2280719519403164	0.2296959955550179	0.10310214456124871	0.22742909332701686	-0.012911236294711277	0.18418463808894095	0.2325667617872024	0.1696490973779525	0.226111128711462	0.1720909970858858	0.16466146500772508	0.12878237481706442	0.03607836960251815	0.3096804437877827	0.2030931638835322	0.1470302645588185	0.23809643264039446	0.15227239124772848
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.22615683317283097	-0.01603910451991818	0.03052757262409066	0.14313155501976682	0.15863996551831655	0.1791142799641299	0.21809196174935636	0.2690997275714867	-0.10742395715929251	0.11833520410593117	0.3128590111518653	0.15603585061907133	0.010967910023282686	0.1555265013545827	-0.04660817000876101	0.11437703509796604	0.010664257515898935	0.15260744335984164	-0.012887813080439368	0.11048909203333283	0.18579160379608617	0.23406930127915584	0.22865743181506093	0.06536508036471304	-1.253206029354772e-05	-0.07628303697732233	0.19425485530896905	0.025535563055944815	0.06883674236216844	-0.11312969843708427	-0.07818096931916216	0.13387393963636035	0.1590931261332867	0.08404546679113802	0.22753158639433166	0.09712253722052325	0.3085295167094762	-0.058449739801692824	0.07647553410880126	0.11401808016196399	0.08278812384402083	0.1835768526117091	0.24792555082389098	-0.0991991749147722	0.26288484570452736	-0.04996323577764277	0.06656682976690087	-0.013721089720576582
