86,ABCD1P3,SIDG00094,ENSG00000261233
87,ABCD1P4,SIDG00095,ENSG00000225293
88,ABCD1P5,SIDG00096,ENSG00000214330
89,ABCD2,SIDG00097,ENSG00000173208
90,ABCD3,SIDG00098,ENSG00000117528
91,ABCD4,SIDG00099,ENSG00000119688
92,ABCE1,SIDG00100,ENSG00000164163
93,ABCF1,SIDG00101,ENSG00000204574
94,ABCF2,SIDG00103,ENSG00000033050
95,ABCF2P1,SIDG00104,ENSG00000242159
96,ABCF2P2,SIDG00105,ENSG00000228769
97,ABCF3,SIDG00106,ENSG00000161204
98,ABCG1,SIDG00107,ENSG00000160179
99,ABCG2,SIDG00108,ENSG00000118777
100,ABCG4,SIDG00109,ENSG00000172350
101,ABCG5,SIDG00110,ENSG00000138075
102,ABCG8,SIDG00111,ENSG00000143921
103,ABHD1,SIDG00112,ENSG00000143994
104,ABHD2,SIDG00113,ENSG00000140526
105,ABHD3,SIDG00114,ENSG00000158201
106,ABHD4,SIDG00115,ENSG00000100439
107,ABHD5,SIDG00116,ENSG00000011198
108,ABHD6,SIDG00117,ENSG00000163686
109,ABHD8,SIDG00118,ENSG00000127220
110,ABHD10,SIDG00119,???
111,ABHD11,SIDG00120,???
112,ABHD11-AS1,SIDG00121,???
113,ABHD12,SIDG00123,???
114,ABHD12B,SIDG00124,???
115,ABHD13,SIDG00125,???
116,ABHD14A,SIDG00126,???
117,ABHD14A-ACY1,SIDG00127,???
118,ABHD14B,SIDG00128,???
119,ABHD15,SIDG00129,???
120,ABHD15-AS1,SIDG00130,???
121,ABHD16A,SIDG00131,???
122,ABHD16B,SIDG00132,???
123,ABHD17A,SIDG00133,???
124,ABHD17AP1,SIDG00134,???
125,ABHD17AP3,SIDG00135,???
126,ABHD17AP4,SIDG00136,???
127,ABHD17AP5,SIDG00137,???
128,ABHD17AP6,SIDG00138,???
129,ABHD17AP7,SIDG00139,???
130,ABHD17AP8,SIDG00140,???
131,ABHD17AP9,SIDG00141,???
132,ABHD17B,SIDG00142,???
133,ABHD17C,SIDG00143,???
134,ABHD18,SIDG00144,???
135,ABI1,SIDG00145,ENSG00000136754
136,ABI1P1,SIDG00146,ENSG00000271484
137,ABI2,SIDG00147,ENSG00000138443
138,ABI3,SIDG00148,ENSG00000108798
139,ABI3BP,SIDG00149,ENSG00000154175
140,ABL1,SIDG00150,ENSG00000097007
141,ABL2,SIDG00151,ENSG00000143322
142,ABLIM1,SIDG00152,ENSG00000099204
143,ABLIM2,SIDG00153,ENSG00000163995
144,ABLIM3,SIDG00154,ENSG00000173210
145,ABO,SIDG00155,ENSG00000175164
146,ABR,SIDG00156,ENSG00000159842
147,ABRA,SIDG00157,ENSG00000174429
148,ABRACL,SIDG00158,ENSG00000146386
149,ABRAXAS1,SIDG00159,ENSG00000163322
150,ABRAXAS2,SIDG00160,ENSG00000165660
151,ABT1,SIDG00161,ENSG00000146109
152,ABT1P1,SIDG00162,ENSG00000250496
153,ABTB1,SIDG00163,ENSG00000114626
154,ABTB2,SIDG00164,ENSG00000166016
155,ACAA1,SIDG00165,ENSG00000060971
156,ACAA2,SIDG00166,ENSG00000167315
157,ACACA,SIDG00167,ENSG00000278540
158,ACACB,SIDG00168,ENSG00000076555
159,ACAD8,SIDG00170,ENSG00000151498
160,ACAD9,SIDG00171,ENSG00000177646
161,ACAD10,SIDG00172,???
162,ACAD11,SIDG00173,???
163,ACADL,SIDG00174,ENSG00000115361
164,ACADM,SIDG00175,ENSG00000117054
165,ACADS,SIDG00176,ENSG00000122971
166,ACADSB,SIDG00177,ENSG00000196177
167,ACADVL,SIDG00178,ENSG00000072778
168,ACAN,SIDG00179,ENSG00000157766
169,ACAP1,SIDG00180,ENSG00000072818
170,ACAP2,SIDG00181,ENSG00000114331
171,ACAP2-IT1,SIDG00182,ENSG00000229325
172,ACAP3,SIDG00183,ENSG00000131584
173,ACAT1,SIDG00184,ENSG00000075239
174,ACAT2,SIDG00185,ENSG00000120437
175,ACBD3,SIDG00186,ENSG00000182827
176,ACBD3-AS1,SIDG00187,ENSG00000234478
177,ACBD4,SIDG00188,ENSG00000181513
178,ACBD5,SIDG00189,ENSG00000107897
179,ACBD6,SIDG00190,ENSG00000230124
180,ACBD7,SIDG00191,ENSG00000176244
181,ACCS,SIDG00192,ENSG00000110455
182,ACCSL,SIDG00193,ENSG00000205126
183,ACD,SIDG00194,ENSG00000102977
184,ACE,SIDG00195,ENSG00000159640
185,ACE2,SIDG00196,ENSG00000130234
186,ACE3P,SIDG00197,ENSG00000224353
187,ACER1,SIDG00198,ENSG00000167769
188,ACER2,SIDG00199,ENSG00000177076
189,ACER3,SIDG00200,ENSG00000078124
190,ACHE,SIDG00201,ENSG00000087085
191,ACIN1,SIDG00202,ENSG00000100813
192,ACKR1,SIDG00203,ENSG00000213088
193,ACKR2,SIDG00204,ENSG00000144648
194,ACKR3,SIDG00205,ENSG00000144476
195,ACKR4,SIDG00206,ENSG00000129048
196,ACLY,SIDG00208,ENSG00000131473
197,ACMSD,SIDG00210,ENSG00000153086
198,ACO1,SIDG00211,ENSG00000122729
199,ACO2,SIDG00212,ENSG00000100412
200,ACOD1,SIDG00213,ENSG00000102794
201,ACOT1,SIDG00214,ENSG00000184227
202,ACOT2,SIDG00215,ENSG00000119673
203,ACOT4,SIDG00216,ENSG00000177465
204,ACOT6,SIDG00217,ENSG00000205669
205,ACOT7,SIDG00218,ENSG00000097021
206,ACOT8,SIDG00219,ENSG00000101473
207,ACOT9,SIDG00220,ENSG00000123130
208,ACOT11,SIDG00221,???
209,ACOT12,SIDG00222,???
210,ACOT13,SIDG00223,???
211,ACOX1,SIDG00224,ENSG00000161533
212,ACOX2,SIDG00225,ENSG00000168306
213,ACOX3,SIDG00226,ENSG00000087008
214,ACOXL,SIDG00227,ENSG00000153093
215,ACOXL-AS1,SIDG00228,ENSG00000204581
216,ACP1,SIDG00229,ENSG00000143727
217,ACP2,SIDG00230,ENSG00000134575
218,ACP4,SIDG00231,ENSG00000142513
219,ACP5,SIDG00232,ENSG00000102575
220,ACP6,SIDG00233,ENSG00000162836
221,ACP7,SIDG00234,ENSG00000183760
222,ACPP,SIDG00235,ENSG00000014257
223,ACR,SIDG00236,ENSG00000100312
224,ACRBP,SIDG00237,ENSG00000111644
225,ACRV1,SIDG00238,ENSG00000134940
226,ACSBG1,SIDG00239,ENSG00000103740
227,ACSBG2,SIDG00240,ENSG00000130377
228,ACSF2,SIDG00241,ENSG00000167107
229,ACSF3,SIDG00242,ENSG00000176715
230,ACSL1,SIDG00243,ENSG00000151726
231,ACSL3,SIDG00244,ENSG00000123983
232,ACSL4,SIDG00245,ENSG00000068366
233,ACSL5,SIDG00246,ENSG00000197142
234,ACSL6,SIDG00247,ENSG00000164398
235,ACSM1,SIDG00248,ENSG00000166743
236,ACSM2A,SIDG00249,ENSG00000183747
237,ACSM2B,SIDG00250,ENSG00000066813
238,ACSM3,SIDG00251,ENSG00000005187
239,ACSM4,SIDG00252,ENSG00000215009
240,ACSM5,SIDG00253,ENSG00000183549
241,ACSM5P1,SIDG00254,ENSG00000260762
242,ACSM6,SIDG00255,ENSG00000173124
243,ACSS1,SIDG00256,ENSG00000154930
244,ACSS2,SIDG00257,ENSG00000131069
245,ACSS3,SIDG00258,ENSG00000111058
246,ACTA1,SIDG00259,ENSG00000143632
247,ACTA2,SIDG00260,ENSG00000107796
248,ACTA2-AS1,SIDG00261,ENSG00000180139
249,ACTB,SIDG00262,ENSG00000075624
250,ACTBL2,SIDG00263,ENSG00000169067
251,ACTBP1,SIDG00264,ENSG00000229145
252,ACTBP2,SIDG00265,ENSG00000213763
253,ACTBP6,SIDG00269,ENSG00000203413
254,ACTBP7,SIDG00270,ENSG00000185607
255,ACTBP8,SIDG00271,ENSG00000220267
256,ACTBP9,SIDG00272,ENSG00000266920
257,ACTBP11,SIDG00274,???
258,ACTBP12,SIDG00275,???
259,ACTBP13,SIDG00276,???
260,ACTBP14,SIDG00277,???
261,ACTC1,SIDG00278,ENSG00000159251
262,ACTG1,SIDG00279,ENSG00000184009
263,ACTG1P1,SIDG00280,ENSG00000178631
264,ACTG1P2,SIDG00281,ENSG00000229129
265,ACTG1P3,SIDG00282,ENSG00000215388
266,ACTG1P4,SIDG00283,ENSG00000236085
267,ACTG1P9,SIDG00287,ENSG00000229349
268,ACTG1P10,SIDG00288,???
269,ACTG1P11,SIDG00289,???
270,ACTG1P12,SIDG00290,???
271,ACTG1P13,SIDG00291,???
272,ACTG1P14,SIDG00292,???
273,ACTG1P15,SIDG00293,???
274,ACTG1P16,SIDG00294,???
275,ACTG1P17,SIDG00295,???
276,ACTG1P18,SIDG00296,???
277,ACTG1P19,SIDG00297,???
278,ACTG1P20,SIDG00298,???
279,ACTG1P21,SIDG00299,???
280,ACTG1P22,SIDG00300,???
281,ACTG1P23,SIDG00301,???
282,ACTG1P24,SIDG00302,???
283,ACTG2,SIDG00303,ENSG00000163017
284,ACTL6A,SIDG00306,ENSG00000136518
285,ACTL6B,SIDG00307,ENSG00000077080
286,ACTL7A,SIDG00308,ENSG00000187003
287,ACTL7B,SIDG00309,ENSG00000148156
288,ACTL8,SIDG00310,ENSG00000117148
289,ACTL9,SIDG00311,ENSG00000181786
290,ACTL10,SIDG00312,???
291,ACTN1,SIDG00313,ENSG00000072110
292,ACTN1-AS1,SIDG00314,ENSG00000259062
293,ACTN2,SIDG00315,ENSG00000077522
294,ACTN3,SIDG00316,ENSG00000248746
295,ACTN4,SIDG00317,ENSG00000130402
296,ACTN4P1,SIDG00318,ENSG00000213493
297,ACTN4P2,SIDG00319,ENSG00000214141
298,ACTP1,SIDG00320,ENSG00000229890
299,ACTR1A,SIDG00321,ENSG00000138107
300,ACTR1B,SIDG00322,ENSG00000115073
301,ACTR2,SIDG00323,ENSG00000138071
302,ACTR3,SIDG00324,ENSG00000115091
303,ACTR3B,SIDG00325,ENSG00000133627
304,ACTR3BP1,SIDG00326,ENSG00000270242
305,ACTR3BP2,SIDG00327,ENSG00000226481
306,ACTR3BP3,SIDG00328,ENSG00000260327
307,ACTR3BP4,SIDG00329,ENSG00000249283
308,ACTR3BP5,SIDG00330,ENSG00000227264
309,ACTR3BP6,SIDG00331,ENSG00000226444
310,ACTR3C,SIDG00332,ENSG00000106526
311,ACTR3P2,SIDG00334,ENSG00000232267
312,ACTR3P3,SIDG00335,ENSG00000242573
313,ACTR5,SIDG00336,ENSG00000101442
314,ACTR6,SIDG00337,ENSG00000075089
315,ACTR6P1,SIDG00338,ENSG00000248915
316,ACTR8,SIDG00339,ENSG00000113812
317,ACTR10,SIDG00340,???
318,ACTRT1,SIDG00341,ENSG00000123165
319,ACTRT2,SIDG00342,ENSG00000169717
320,ACTRT3,SIDG00343,ENSG00000184378
321,ACVR1,SIDG00344,ENSG00000115170
322,ACVR1B,SIDG00345,ENSG00000135503
323,ACVR1C,SIDG00346,ENSG00000123612
324,ACVR2A,SIDG00347,ENSG00000121989
325,ACVR2B,SIDG00348,ENSG00000114739
326,ACVR2B-AS1,SIDG00349,ENSG00000229589
327,ACVRL1,SIDG00350,ENSG00000139567
328,ACY1,SIDG00351,ENSG00000243989
329,ACY3,SIDG00352,ENSG00000132744
330,ACYP1,SIDG00353,ENSG00000119640
331,ACYP2,SIDG00354,ENSG00000170634
332,ADA,SIDG00356,ENSG00000196839
333,ADA2,SIDG00357,ENSG00000093072
334,ADAD1,SIDG00358,ENSG00000164113
335,ADAD1P2,SIDG00360,ENSG00000267511
336,ADAD2,SIDG00361,ENSG00000140955
337,ADAL,SIDG00362,ENSG00000168803
338,ADAM1A,SIDG00363,ENSG00000229186
339,ADAM1B,SIDG00364,ENSG00000226469
340,ADAM2,SIDG00365,ENSG00000104755
341,ADAM3A,SIDG00366,ENSG00000197475
342,ADAM3B,SIDG00367,ENSG00000260089
343,ADAM5,SIDG00368,ENSG00000196115
344,ADAM6,SIDG00369,ENSG00000271968
345,ADAM7,SIDG00370,ENSG00000069206
346,ADAM8,SIDG00371,ENSG00000151651
347,ADAM9,SIDG00372,ENSG00000168615
348,ADAM10,SIDG00373,???
349,ADAM11,SIDG00374,???
350,ADAM12,SIDG00375,???
351,ADAM15,SIDG00377,???
352,ADAM17,SIDG00378,???
353,ADAM18,SIDG00379,???
354,ADAM19,SIDG00380,???
355,ADAM20,SIDG00381,???
356,ADAM20P1,SIDG00382,???
357,ADAM20P2,SIDG00383,???
358,ADAM20P3,SIDG00384,???
359,ADAM21,SIDG00385,???
360,ADAM21P1,SIDG00386,???
361,ADAM22,SIDG00387,???
362,ADAM23,SIDG00388,???
363,ADAM24P,SIDG00389,???
364,ADAM28,SIDG00390,???
365,ADAM29,SIDG00391,???
366,ADAM30,SIDG00392,???
367,ADAM32,SIDG00393,???
368,ADAM33,SIDG00394,???
369,ADAMDEC1,SIDG00395,ENSG00000134028
370,ADAMTS1,SIDG00396,ENSG00000154734
371,ADAMTS2,SIDG00397,ENSG00000087116
372,ADAMTS3,SIDG00398,ENSG00000156140
373,ADAMTS4,SIDG00399,ENSG00000158859
374,ADAMTS5,SIDG00400,ENSG00000154736
375,ADAMTS6,SIDG00401,ENSG00000049192
376,ADAMTS7,SIDG00402,ENSG00000136378
377,ADAMTS7P1,SIDG00403,ENSG00000274376
378,ADAMTS7P3,SIDG00404,ENSG00000261143
379,ADAMTS7P4,SIDG00405,ENSG00000218052
380,ADAMTS8,SIDG00406,ENSG00000134917
381,ADAMTS9,SIDG00407,ENSG00000163638
382,ADAMTS9-AS1,SIDG00408,ENSG00000241158
383,ADAMTS9-AS2,SIDG00409,ENSG00000241684
384,ADAMTS10,SIDG00410,???
385,ADAMTS12,SIDG00411,???
386,ADAMTS13,SIDG00412,???
387,ADAMTS14,SIDG00413,???
388,ADAMTS15,SIDG00414,???
389,ADAMTS16,SIDG00415,???
390,ADAMTS17,SIDG00416,???
391,ADAMTS18,SIDG00417,???
392,ADAMTS19,SIDG00418,???
393,ADAMTS19-AS1,SIDG00419,???
394,ADAMTS20,SIDG00420,???
395,ADAMTSL1,SIDG00421,ENSG00000178031
396,ADAMTSL2,SIDG00422,ENSG00000197859
397,ADAMTSL3,SIDG00423,ENSG00000156218
398,ADAMTSL4,SIDG00424,ENSG00000143382
399,ADAMTSL4-AS1,SIDG00425,ENSG00000203804
400,ADAMTSL5,SIDG00426,ENSG00000185761
401,ADAP1,SIDG00427,ENSG00000105963
402,ADAP2,SIDG00428,ENSG00000184060
403,ADAR,SIDG00429,ENSG00000160710
404,ADARB1,SIDG00430,ENSG00000197381
405,ADARB2,SIDG00431,ENSG00000185736
406,ADARB2-AS1,SIDG00432,ENSG00000205696
407,ADAT1,SIDG00433,ENSG00000065457
408,ADAT2,SIDG00434,ENSG00000189007
409,ADAT3,SIDG00435,ENSG00000213638
410,ADCK1,SIDG00436,ENSG00000063761
411,ADCK2,SIDG00437,ENSG00000133597
412,ADCK5,SIDG00438,ENSG00000173137
413,ADCY1,SIDG00440,ENSG00000164742
414,ADCY2,SIDG00441,ENSG00000078295
415,ADCY3,SIDG00442,ENSG00000138031
416,ADCY4,SIDG00443,ENSG00000129467
417,ADCY5,SIDG00444,ENSG00000173175
418,ADCY6,SIDG00445,ENSG00000174233
419,ADCY7,SIDG00446,ENSG00000121281
420,ADCY8,SIDG00447,ENSG00000155897
421,ADCY9,SIDG00448,ENSG00000162104
422,ADCY10,SIDG00449,???
423,ADCY10P1,SIDG00450,???
424,ADCYAP1,SIDG00451,ENSG00000141433
425,ADCYAP1R1,SIDG00452,ENSG00000078549
426,ADD1,SIDG00453,ENSG00000087274
427,ADD2,SIDG00454,ENSG00000075340
428,ADD3,SIDG00455,ENSG00000148700
429,ADD3-AS1,SIDG00456,ENSG00000203876
430,ADGB,SIDG00458,ENSG00000118492
431,ADGRA1,SIDG00459,ENSG00000197177
432,ADGRA1-AS1,SIDG00460,ENSG00000256925
433,ADGRA2,SIDG00461,ENSG00000020181
434,ADGRA3,SIDG00462,ENSG00000152990
435,ADGRB1,SIDG00463,ENSG00000181790
436,ADGRB2,SIDG00464,ENSG00000121753
437,ADGRB3,SIDG00465,ENSG00000135298
438,ADGRD1,SIDG00466,ENSG00000111452
439,ADGRD1-AS1,SIDG00467,ENSG00000256151
440,ADGRD2,SIDG00468,ENSG00000180264
441,ADGRE1,SIDG00469,ENSG00000174837
442,ADGRE2,SIDG00470,ENSG00000127507
443,ADGRE3,SIDG00471,ENSG00000131355
444,ADGRE4P,SIDG00472,ENSG00000268758
445,ADGRE5,SIDG00473,ENSG00000123146
446,ADGRF1,SIDG00474,ENSG00000153292
447,ADGRF2,SIDG00475,ENSG00000164393
448,ADGRF3,SIDG00476,ENSG00000173567
449,ADGRF4,SIDG00477,ENSG00000153294
450,ADGRF5,SIDG00478,ENSG00000069122
451,ADGRF5P1,SIDG00479,ENSG00000227582
452,ADGRF5P2,SIDG00480,ENSG00000204818
453,ADGRG1,SIDG00481,ENSG00000205336
454,ADGRG2,SIDG00482,ENSG00000173698
455,ADGRG3,SIDG00483,ENSG00000182885
456,ADGRG4,SIDG00484,ENSG00000156920
457,ADGRG5,SIDG00485,ENSG00000159618
458,ADGRG6,SIDG00486,ENSG00000112414
459,ADGRG7,SIDG00487,ENSG00000144820
460,ADGRL1,SIDG00488,ENSG00000072071
461,ADGRL2,SIDG00489,ENSG00000117114
462,ADGRL3,SIDG00490,ENSG00000150471
463,ADGRL3-AS1,SIDG00491,ENSG00000248692
464,ADGRL4,SIDG00492,ENSG00000162618
465,ADGRV1,SIDG00493,ENSG00000164199
466,ADH1A,SIDG00494,ENSG00000187758
467,ADH1B,SIDG00495,ENSG00000196616
468,ADH1C,SIDG00496,ENSG00000248144
469,ADH4,SIDG00497,ENSG00000198099
470,ADH5,SIDG00498,ENSG00000197894
471,ADH5P2,SIDG00500,ENSG00000232676
472,ADH5P3,SIDG00501,ENSG00000223694
473,ADH5P4,SIDG00502,ENSG00000233859
474,ADH6,SIDG00503,ENSG00000172955
475,ADH7,SIDG00504,ENSG00000196344
476,ADHFE1,SIDG00505,ENSG00000147576
477,ADI1,SIDG00506,ENSG00000182551
478,ADI1P1,SIDG00507,ENSG00000235102
479,ADI1P2,SIDG00508,ENSG00000250684
480,ADI1P3,SIDG00509,ENSG00000258369
481,ADIG,SIDG00510,ENSG00000182035
482,ADIPOQ,SIDG00511,ENSG00000181092
483,ADIPOQ-AS1,SIDG00512,ENSG00000226482
484,ADIPOR1,SIDG00513,ENSG00000159346
485,ADIPOR1P1,SIDG00514,ENSG00000232497
486,ADIPOR1P2,SIDG00515,ENSG00000258805
487,ADIPOR2,SIDG00516,ENSG00000006831
488,ADIRF,SIDG00517,ENSG00000148671
489,ADIRF-AS1,SIDG00518,ENSG00000272734
490,ADK,SIDG00519,ENSG00000156110
491,ADM,SIDG00520,ENSG00000148926
492,ADM2,SIDG00521,ENSG00000128165
493,ADM5,SIDG00522,ENSG00000224420
494,ADNP,SIDG00523,ENSG00000101126
495,ADNP-AS1,SIDG00524,???
496,ADNP2,SIDG00525,ENSG00000101544
497,ADO,SIDG00526,ENSG00000181915
498,ADORA1,SIDG00527,ENSG00000163485
499,ADORA2A,SIDG00528,ENSG00000128271
500,ADORA2A-AS1,SIDG00529,ENSG00000178803
501,ADORA2B,SIDG00530,ENSG00000170425
502,ADORA2BP1,SIDG00531,ENSG00000236136
503,ADORA3,SIDG00534,ENSG00000282608
504,ADPGK,SIDG00535,ENSG00000159322
505,ADPGK-AS1,SIDG00536,ENSG00000260898
506,ADPRH,SIDG00537,ENSG00000144843
507,ADPRHL1,SIDG00538,ENSG00000153531
508,ADPRHL2,SIDG00539,ENSG00000116863
509,ADPRM,SIDG00540,ENSG00000170222
510,ADRA1A,SIDG00541,ENSG00000120907
511,ADRA1B,SIDG00542,ENSG00000170214
512,ADRA1D,SIDG00543,ENSG00000171873
513,ADRA2A,SIDG00544,ENSG00000150594
514,ADRA2B,SIDG00545,ENSG00000274286
515,ADRA2C,SIDG00546,ENSG00000184160
516,ADRB1,SIDG00547,ENSG00000043591
517,ADRB2,SIDG00548,ENSG00000169252
518,ADRB3,SIDG00549,ENSG00000188778
519,ADRM1,SIDG00550,ENSG00000130706
520,ADSL,SIDG00551,ENSG00000239900
521,ADSS,SIDG00552,ENSG00000035687
522,ADSSL1,SIDG00553,ENSG00000185100
523,ADTRP,SIDG00555,ENSG00000111863
524,AEBP1,SIDG00556,ENSG00000106624
525,AEBP2,SIDG00557,ENSG00000139154
526,AEN,SIDG00558,ENSG00000181026
527,AES,SIDG00559,ENSG00000104964
528,AFAP1,SIDG00562,ENSG00000196526
529,AFAP1-AS1,SIDG00563,ENSG00000272620
530,AFAP1L1,SIDG00564,ENSG00000157510
531,AFAP1L2,SIDG00565,ENSG00000169129
532,AFDN,SIDG00567,ENSG00000130396
533,AFDN-DT,SIDG00568,???
534,AFF1,SIDG00569,ENSG00000172493
535,AFF2,SIDG00571,ENSG00000155966
536,AFF2-IT1,SIDG00572,ENSG00000223516
537,AFF3,SIDG00573,ENSG00000144218
538,AFF4,SIDG00574,ENSG00000072364
539,AFG1L,SIDG00575,ENSG00000135537
540,AFG3L1P,SIDG00576,ENSG00000223959
541,AFG3L2,SIDG00577,ENSG00000141385
542,AFG3L2P1,SIDG00578,ENSG00000253606
543,AFM,SIDG00579,ENSG00000079557
544,AFMID,SIDG00580,ENSG00000183077
545,AFP,SIDG00581,ENSG00000081051
546,AFTPH,SIDG00582,ENSG00000119844
547,AGA,SIDG00583,ENSG00000038002
548,AGAP1,SIDG00584,ENSG00000157985
549,AGAP1-IT1,SIDG00585,???
550,AGAP2,SIDG00586,ENSG00000135439
551,AGAP2-AS1,SIDG00587,ENSG00000255737
552,AGAP3,SIDG00588,ENSG00000133612
553,AGAP4,SIDG00589,ENSG00000188234
554,AGAP5,SIDG00590,ENSG00000172650
555,AGAP6,SIDG00591,ENSG00000204149
556,AGAP7P,SIDG00592,ENSG00000264204
557,AGAP9,SIDG00593,ENSG00000204172
558,AGAP10P,SIDG00594,???
559,AGAP11,SIDG00595,???
560,AGAP12P,SIDG00596,???
561,AGAP13P,SIDG00597,???
562,AGAP14P,SIDG00598,???
563,AGBL1,SIDG00599,ENSG00000273540
564,AGBL1-AS1,SIDG00600,ENSG00000260125
565,AGBL2,SIDG00601,ENSG00000165923
566,AGBL3,SIDG00602,ENSG00000146856
567,AGBL4,SIDG00603,ENSG00000186094
568,AGBL4-IT1,SIDG00604,ENSG00000225623
569,AGBL5,SIDG00605,ENSG00000084693
570,AGBL5-AS1,SIDG00606,ENSG00000231636
571,AGBL5-IT1,SIDG00607,ENSG00000229122
572,AGER,SIDG00608,ENSG00000204305
573,AGFG1,SIDG00609,ENSG00000173744
574,AGFG2,SIDG00610,ENSG00000106351
575,AGGF1,SIDG00611,ENSG00000164252
576,AGGF1P1,SIDG00612,ENSG00000214273
577,AGGF1P2,SIDG00613,ENSG00000233435
578,AGGF1P3,SIDG00614,ENSG00000241532
579,AGGF1P4,SIDG00615,ENSG00000261689
580,AGGF1P5,SIDG00616,ENSG00000260680
581,AGGF1P6,SIDG00617,ENSG00000259836
582,AGGF1P7,SIDG00618,ENSG00000260994
583,AGGF1P8,SIDG00619,ENSG00000261752
584,AGGF1P9,SIDG00620,ENSG00000260427
585,AGK,SIDG00622,ENSG00000006530
586,AGKP1,SIDG00623,ENSG00000226555
587,AGL,SIDG00624,ENSG00000162688
588,AGMAT,SIDG00625,ENSG00000116771
589,AGMO,SIDG00626,ENSG00000187546
590,AGO1,SIDG00628,ENSG00000092847
591,AGO2,SIDG00629,ENSG00000123908
592,AGO3,SIDG00630,ENSG00000126070
593,AGO4,SIDG00631,ENSG00000134698
594,AGPAT1,SIDG00632,ENSG00000204310
595,AGPAT2,SIDG00633,ENSG00000169692
596,AGPAT3,SIDG00634,ENSG00000160216
